Date ,Time,Site_Name,Cond_uS_cm,nLF_Cond_uS_cm,ODO_percent_sat,ODO_percent_cb,ODO_mg_L,Sal_psu,SpCond_uS_cm,TDS_mg_L,Turbidity_NTU,TSS_mg_L,Temp_celcius,pH,Turbidity_FNU,Notes
12/13/2024,14:00:00,Pond 27,248.6,360.7,85,85.7,9.74,0.17,354.4,230,na,0,9.365,7.93,1.58,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,15:00:00,Pond 27,248.9,361,84,84.7,9.61,0.17,354.7,231,na,0,9.388,7.92,1.17,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,16:00:00,Pond 27,248.8,360.7,83.7,84.4,9.58,0.17,354.4,230,na,0,9.401,7.91,0.98,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,17:00:00,Pond 27,249,360.9,83,83.7,9.5,0.17,354.6,230,na,0,9.415,7.9,1.08,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,18:00:00,Pond 27,249.3,361.1,81.8,82.5,9.35,0.17,354.8,231,na,0,9.424,7.89,1.22,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,19:00:00,Pond 27,249.9,361.8,79.7,80.4,9.11,0.17,355.5,231,na,0,9.443,7.86,2.51,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,20:00:00,Pond 27,250.2,362.2,77.2,77.8,8.81,0.17,355.9,231,na,0,9.449,7.82,0.91,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,21:00:00,Pond 27,250.4,362.5,76,76.6,8.68,0.17,356.2,232,na,0,9.456,7.82,0.93,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,22:00:00,Pond 27,250.4,362.4,75,75.6,8.57,0.17,356.1,231,na,0,9.461,7.8,0.93,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/13/2024,23:00:00,Pond 27,250.6,362.7,73.7,74.3,8.41,0.17,356.4,232,na,0,9.467,7.79,0.92,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,0:00:00,Pond 27,250.8,362.8,72.6,73.2,8.29,0.17,356.5,232,na,0,9.485,7.77,0.97,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,1:00:00,Pond 27,251.2,363.1,71.1,71.7,8.12,0.17,356.8,232,na,0,9.503,7.75,0.85,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,2:00:00,Pond 27,251.3,363.1,71.4,72,8.14,0.17,356.8,232,na,0,9.521,7.76,1.2,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,3:00:00,Pond 27,251.6,363.3,70.8,71.4,8.07,0.17,357,232,na,0,9.545,7.76,1.23,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,4:00:00,Pond 27,252,363.6,70.1,70.6,7.98,0.17,357.3,232,na,0,9.565,7.75,1.31,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,5:00:00,Pond 27,252,363.5,69.1,69.6,7.86,0.17,357.2,232,na,0,9.578,7.74,1.38,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,6:00:00,Pond 27,252.5,364,66.9,67.4,7.61,0.17,357.7,232,na,0,9.604,7.72,1.3,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,7:00:00,Pond 27,252.6,364.1,66.4,66.9,7.55,0.17,357.7,233,na,0,9.619,7.71,1.23,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,8:00:00,Pond 27,253.2,364.6,63.7,64.2,7.24,0.17,358.2,233,na,0,9.646,7.69,1.11,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,9:00:00,Pond 27,253.8,365,61.6,62.2,7,0.17,358.6,233,na,0,9.704,7.66,1.04,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,10:00:00,Pond 27,254.9,365,63.6,64.1,7.19,0.17,358.7,233,na,0,9.848,7.69,1.06,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,11:00:00,Pond 27,256.5,365.2,65.3,65.8,7.35,0.17,358.8,233,na,0,10.071,7.7,1.06,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,12:00:00,Pond 27,258.2,364.6,67.6,68.1,7.55,0.17,358.3,233,na,0,10.375,7.71,1.2,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,13:00:00,Pond 27,259.9,364.5,70.7,71.2,7.85,0.17,358.2,233,na,0,10.638,7.72,1,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,14:00:00,Pond 27,261.3,364.1,74,74.6,8.18,0.17,357.8,233,na,0,10.875,7.76,1.03,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,15:00:00,Pond 27,262.2,363.8,75.5,76.1,8.31,0.17,357.6,232,na,0,11.039,7.77,0.92,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,16:00:00,Pond 27,262.6,363.8,76.1,76.8,8.37,0.17,357.5,232,na,0,11.109,7.77,0.93,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,17:00:00,Pond 27,262.9,364.1,73.8,74.4,8.11,0.17,357.8,233,na,0,11.103,7.75,0.89,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,18:00:00,Pond 27,263.1,364.7,70.3,70.9,7.73,0.17,358.4,233,na,0,11.078,7.71,0.84,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,19:00:00,Pond 27,262.8,364.5,69.3,69.9,7.62,0.17,358.2,233,na,0,11.049,7.68,0.93,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,20:00:00,Pond 27,263,365,68.6,69.2,7.55,0.17,358.7,233,na,0,11.03,7.68,0.88,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,21:00:00,Pond 27,262.6,364.7,68.8,69.3,7.57,0.17,358.4,233,na,0,11.013,7.69,0.96,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,22:00:00,Pond 27,262.1,364.1,70.6,71.1,7.77,0.17,357.8,233,na,0,10.993,7.72,0.86,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/14/2024,23:00:00,Pond 27,262.1,364.2,71.5,72,7.87,0.17,357.9,233,na,0,10.984,7.72,0.93,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,0:00:00,Pond 27,262,364,70.9,71.4,7.81,0.17,357.7,233,na,0,10.985,7.71,2.53,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,1:00:00,Pond 27,262.4,364.6,69.4,70,7.65,0.17,358.3,233,na,0,10.985,7.68,1.96,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,2:00:00,Pond 27,262,364.2,69.1,69.7,7.62,0.17,357.9,233,na,0,10.979,7.67,1.05,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,3:00:00,Pond 27,263.1,365.4,66.4,67,7.32,0.17,359,233,na,0,11.007,7.66,0.96,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,4:00:00,Pond 27,262.2,364.2,67.4,67.9,7.42,0.17,357.9,233,na,0,10.998,7.66,0.85,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,5:00:00,Pond 27,262.5,364.5,68.5,69.1,7.55,0.17,358.2,233,na,0,11.012,7.66,0.9,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,6:00:00,Pond 27,262.8,364.9,68.8,69.4,7.58,0.17,358.6,233,na,0,11.019,7.66,0.87,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,7:00:00,Pond 27,263.1,365.3,67.8,68.4,7.47,0.17,359,233,na,0,11.019,7.66,0.96,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,8:00:00,Pond 27,263.1,365.2,65.9,66.4,7.25,0.17,358.9,233,na,0,11.018,7.65,1.06,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,9:00:00,Pond 27,263.2,365.2,65.4,65.9,7.19,0.17,358.9,233,na,0,11.035,7.64,1.16,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,10:00:00,Pond 27,264.1,366.3,64.2,64.7,7.06,0.17,360,234,na,0,11.057,7.64,0.82,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,11:00:00,Pond 27,263.6,365.1,66,66.6,7.26,0.17,358.8,233,na,0,11.103,7.66,0.86,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,12:00:00,Pond 27,263.8,365.2,66.7,67.3,7.33,0.17,358.9,233,na,0,11.136,7.66,0.86,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,13:00:00,Pond 27,266.7,368.4,65.6,66.1,7.19,0.17,362.1,235,na,0,11.217,7.64,0.83,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,14:00:00,Pond 27,266.6,366.8,62.6,63.1,6.84,0.17,360.5,234,na,0,11.354,7.65,0.9,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,15:00:00,Pond 27,267.6,366.9,64.7,65.3,7.05,0.17,360.6,234,na,0,11.491,7.67,0.8,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,16:00:00,Pond 27,267.4,365.9,66.9,67.4,7.27,0.17,359.6,234,na,0,11.577,7.68,0.8,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,17:00:00,Pond 27,268.7,367.2,64.5,65,7,0.17,360.9,235,na,0,11.628,7.63,0.77,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,18:00:00,Pond 27,268.1,366.5,65.9,66.4,7.15,0.17,360.2,234,na,0,11.613,7.66,0.76,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,19:00:00,Pond 27,268.4,367,64.2,64.7,6.97,0.17,360.7,234,na,0,11.609,7.63,0.81,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,20:00:00,Pond 27,268.1,366.7,63.3,63.8,6.88,0.17,360.5,234,na,0,11.581,7.63,0.8,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,21:00:00,Pond 27,267.8,366.6,61.1,61.6,6.64,0.17,360.3,234,na,0,11.558,7.59,0.87,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,22:00:00,Pond 27,267.9,366.7,62.5,63,6.8,0.17,360.4,234,na,0,11.563,7.61,0.86,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/15/2024,23:00:00,Pond 27,268,366.8,61.6,62.1,6.7,0.17,360.6,234,na,0,11.558,7.59,0.8,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,0:00:00,Pond 27,268,366.9,59.5,60,6.47,0.17,360.7,234,na,0,11.553,7.58,0.82,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,1:00:00,Pond 27,267.3,366,61.9,62.4,6.73,0.17,359.7,234,na,0,11.551,7.58,0.81,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,2:00:00,Pond 27,267.5,366.4,60.3,60.7,6.56,0.17,360.1,234,na,0,11.543,7.58,0.84,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,3:00:00,Pond 27,267.5,366.3,58.9,59.4,6.41,0.17,360,234,na,0,11.539,7.57,0.83,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,4:00:00,Pond 27,267.6,366.4,59.6,60.1,6.49,0.17,360.2,234,na,0,11.548,7.57,0.81,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,5:00:00,Pond 27,267.9,366.9,56.8,57.3,6.18,0.17,360.6,234,na,0,11.542,7.56,0.81,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,6:00:00,Pond 27,267.8,366.7,57,57.4,6.2,0.17,360.4,234,na,0,11.55,7.56,0.86,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,7:00:00,Pond 27,267.6,366.5,55.7,56.2,6.06,0.17,360.2,234,na,0,11.543,7.55,0.88,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,8:00:00,Pond 27,267.8,366.6,55.4,55.8,6.03,0.17,360.3,234,na,0,11.551,7.55,0.8,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,9:00:00,Pond 27,268.3,367,53.6,54,5.83,0.17,360.7,234,na,0,11.579,7.53,0.78,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,10:00:00,Pond 27,269.9,367.5,52.8,53.3,5.72,0.17,361.2,235,na,0,11.764,7.51,1.31,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,11:00:00,Pond 27,270.4,367.3,55.5,56,6,0.17,361.1,235,na,0,11.856,7.51,1.17,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,12:00:00,Pond 27,272.2,368.9,54,54.4,5.82,0.17,362.6,236,na,0,11.939,7.52,0.71,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,13:00:00,Pond 27,276.9,369,55.7,56.2,5.92,0.17,362.9,236,na,0,12.599,7.55,7.37,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,14:00:00,Pond 27,280.7,366.4,62.5,63.1,6.52,0.17,360.4,234,na,0,13.411,7.56,23.45,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,15:00:00,Pond 27,278,366.3,56,56.5,5.89,0.17,360.2,234,na,0,13.048,7.52,3.8,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,16:00:00,Pond 27,277.7,366.6,53.1,53.6,5.6,0.17,360.5,234,na,0,12.966,7.51,2.31,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,17:00:00,Pond 27,278.4,367.1,55.4,55.8,5.83,0.17,361.1,235,na,0,13.009,7.53,3.82,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,18:00:00,Pond 27,277.1,367.5,52.9,53.4,5.6,0.17,361.4,235,na,0,12.792,7.51,2.24,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,19:00:00,Pond 27,278,367.9,53.5,53.9,5.64,0.17,361.9,235,na,0,12.872,7.5,3.54,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,20:00:00,Pond 27,277.4,368.2,49.8,50.2,5.27,0.17,362.1,235,na,0,12.757,7.49,2.18,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,21:00:00,Pond 27,279.3,367.8,52.5,52.9,5.52,0.17,361.7,235,na,0,13.07,7.5,2.65,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,22:00:00,Pond 27,278.2,368.2,51.2,51.6,5.41,0.17,362.1,235,na,0,12.869,7.49,2.65,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/16/2024,23:00:00,Pond 27,278.7,368.6,49.6,50,5.23,0.17,362.5,236,na,0,12.888,7.47,2.46,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,0:00:00,Pond 27,279,369.2,46.2,46.6,4.87,0.17,363.1,236,na,0,12.869,7.47,2.27,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,1:00:00,Pond 27,279.1,369.3,44.2,44.5,4.66,0.18,363.2,236,na,0,12.874,7.46,2.29,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,2:00:00,Pond 27,279.3,369.6,43.5,43.9,4.59,0.18,363.5,236,na,0,12.867,7.46,1.92,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,3:00:00,Pond 27,278.6,368.5,47.6,48,5.02,0.17,362.4,236,na,0,12.896,7.46,2.17,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,4:00:00,Pond 27,279.8,369.7,44.4,44.7,4.68,0.18,363.6,236,na,0,12.933,7.47,2.04,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,5:00:00,Pond 27,280,369.7,43.9,44.3,4.62,0.18,363.6,236,na,0,12.958,7.45,2.11,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,6:00:00,Pond 27,280.2,370.1,41.1,41.4,4.33,0.18,364,237,na,0,12.953,7.45,1.9,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,7:00:00,Pond 27,280.6,370.6,42.3,42.6,4.46,0.18,364.5,237,na,0,12.945,7.45,1.98,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,8:00:00,Pond 27,279.9,369.7,44.3,44.6,4.66,0.18,363.6,236,na,0,12.948,7.44,2.02,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,9:00:00,Pond 27,279.8,369.3,45.6,46,4.8,0.18,363.2,236,na,0,12.975,7.44,2.08,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,10:00:00,Pond 27,277.8,366.4,49.1,49.5,5.16,0.17,360.4,234,na,0,13.006,7.51,3.93,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,11:00:00,Pond 27,278.7,366.7,48.8,49.2,5.12,0.17,360.7,234,na,0,13.109,7.51,2.07,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,12:00:00,Pond 27,280.9,368.2,44.6,44.9,4.66,0.17,362.2,235,na,0,13.259,7.48,1.5,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,13:00:00,Pond 27,280.9,366.5,48.6,49,5.06,0.17,360.5,234,na,0,13.43,7.53,1.67,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,14:00:00,Pond 27,282.5,366.9,49.3,49.7,5.12,0.17,361,235,na,0,13.615,7.51,1.51,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,15:00:00,Pond 27,283.3,366.7,52.6,53,5.45,0.17,360.8,235,na,0,13.749,7.54,1.46,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,16:00:00,Pond 27,285.3,369.2,51.1,51.5,5.29,0.18,363.3,236,na,0,13.751,7.52,1.45,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,17:00:00,Pond 27,285.2,369.4,46.7,47,4.83,0.18,363.5,236,na,0,13.716,7.49,1.69,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,18:00:00,Pond 27,284.9,369.2,45.1,45.5,4.67,0.18,363.3,236,na,0,13.705,7.5,1.26,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,19:00:00,Pond 27,284.3,368.8,45.9,46.3,4.76,0.17,362.9,236,na,0,13.668,7.48,1.41,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,20:00:00,Pond 27,284.6,369.1,46.1,46.5,4.78,0.17,363.2,236,na,0,13.669,7.48,1.69,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,21:00:00,Pond 27,284.2,368.9,46.5,46.8,4.82,0.17,363,236,na,0,13.632,7.49,1.22,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,22:00:00,Pond 27,284,368.7,46.2,46.6,4.8,0.17,362.8,236,na,0,13.627,7.47,1.2,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/17/2024,23:00:00,Pond 27,283.5,368.4,46,46.4,4.78,0.17,362.5,236,na,0,13.596,7.48,1.15,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,0:00:00,Pond 27,283.6,368.4,46.4,46.7,4.82,0.17,362.5,236,na,0,13.609,7.48,1.23,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,1:00:00,Pond 27,283.1,368.1,46.1,46.5,4.79,0.17,362.2,235,na,0,13.571,7.49,1.22,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,2:00:00,Pond 27,282.9,367.8,45.6,46,4.74,0.17,361.9,235,na,0,13.57,7.48,1.22,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,3:00:00,Pond 27,282.7,367.7,45.5,45.9,4.73,0.17,361.8,235,na,0,13.554,7.48,1.27,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,4:00:00,Pond 27,287.6,366.2,55.1,55.5,5.62,0.17,360.6,234,na,0,14.411,7.53,1.33,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,5:00:00,Pond 27,285.9,364.1,58.4,58.9,5.96,0.17,358.4,233,na,0,14.404,7.56,1.41,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,6:00:00,Pond 27,285.1,364.6,56.8,57.2,5.81,0.17,358.9,233,na,0,14.234,7.54,1.26,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,7:00:00,Pond 27,283.1,363.9,60.3,60.8,6.2,0.17,358.2,233,na,0,14.023,7.58,1.2,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,8:00:00,Pond 27,280.8,364.4,59.7,60.2,6.19,0.17,358.6,233,na,0,13.642,7.58,1.2,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,9:00:00,Pond 27,279.5,365.1,59.9,60.4,6.25,0.17,359.2,233,na,0,13.385,7.59,1.24,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,10:00:00,Pond 27,279.2,365.2,63.2,63.7,6.6,0.17,359.3,234,na,0,13.325,7.62,1.34,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,11:00:00,Pond 27,280,364.7,70,70.6,7.29,0.17,358.8,233,na,0,13.493,7.68,1.14,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,12:00:00,Pond 27,281.3,364.8,73.1,73.7,7.58,0.17,359,233,na,0,13.675,7.72,1.07,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,13:00:00,Pond 27,283.9,365.2,76.7,77.4,7.9,0.17,359.4,234,na,0,13.996,7.75,7.13,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,14:00:00,Pond 27,284.9,364.3,84.3,85,8.64,0.17,358.6,233,na,0,14.237,7.85,3.53,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,15:00:00,Pond 27,286.2,363.5,88.9,89.6,9.05,0.17,357.9,233,na,0,14.514,7.91,1.7,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,16:00:00,Pond 27,285.2,362.6,91,91.7,9.27,0.17,357,232,na,0,14.475,7.93,1.31,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,17:00:00,Pond 27,283.3,361.4,94.5,95.3,9.66,0.17,355.8,231,na,0,14.331,8.01,1.32,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,18:00:00,Pond 27,281.2,361.5,94.8,95.5,9.75,0.17,355.8,231,na,0,14.02,8.03,1.3,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,19:00:00,Pond 27,279.2,361.7,92.1,92.8,9.54,0.17,355.9,231,na,0,13.725,7.99,1.22,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,20:00:00,Pond 27,277.8,362.3,89,89.7,9.28,0.17,356.4,232,na,0,13.451,7.93,1.26,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,21:00:00,Pond 27,276.1,362.7,85.9,86.6,9,0.17,356.7,232,na,0,13.164,7.89,1.21,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,22:00:00,Pond 27,274.7,363.1,83,83.7,8.76,0.17,357.1,232,na,0,12.917,7.86,1.23,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/18/2024,23:00:00,Pond 27,273.2,363.5,80.4,81,8.52,0.17,357.4,232,na,0,12.667,7.83,1.18,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/19/2024,0:00:00,Pond 27,271.8,363.8,78.1,78.7,8.32,0.17,357.7,233,na,0,12.434,7.8,1.19,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/19/2024,1:00:00,Pond 27,270.8,364.1,75.9,76.5,8.13,0.17,358,233,na,0,12.253,7.77,1.15,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
12/19/2024,2:00:00,Pond 27,269.8,364.5,74,74.6,7.95,0.17,358.3,233,na,0,12.074,7.74,1.26,Discovered 1/13/25 that deployment template erroneously set to FNU and not NTU - will fix for next deployment
